,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,WDS(code),pmag,prot,origin
797,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,04199+1631,,5.63,THE_VSINI
798,HD28205,Gaia DR3 3312709379213017728,HD28205,HIP20815,-,TIC245786953,-,-,-,F8V,BY*,66.8995,15.5892,-,,4.1,THE_stellar(RHK+Mamajek)
798,HD28205,Gaia DR3 3312709379213017728,HD28205,HIP20815,-,TIC245786953,-,-,-,F8V,BY*,66.8995,15.5892,-,,3.75,THE_VSINI
800,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,04290+1610,,7.6,THE_stellar(RHK+Mamajek)
800,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,04290+1610,,4.99,THE_VSINI
801,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,06173+0506,,19.6,THE_stellar(RHK+Mamajek)
802,HD42618,Gaia DR3 3319126988068404096,HD42618,HIP29432,GJ3387,TIC153289168,-,-,-,G4V,PM*,93.0024,6.7831,-,20.3,,THE_YARARA
802,HD42618,Gaia DR3 3319126988068404096,HD42618,HIP29432,GJ3387,TIC153289168,-,-,-,G4V,PM*,93.0024,6.7831,-,,19.5,THE_stellar(RHK+Mamajek)
804,HD45759,Gaia DR3 3326288347818354048,HD45759,HIP30939,-,TIC207004850,-,-,-,F8,*,97.4037,8.4924,-,,3.17,THE_VSINI
805,HD47157,Gaia DR3 3326573774163806336,HD47157,HIP31655,-,TIC220204291,-,-,J06375+0909A,G5IV-V,PM*,99.3825,9.1443,06375+0909,,24.6,THE_stellar(RHK+Mamajek)
806,HD42807,Gaia DR3 3330062833797919744,HD42807,HIP29525,GJ230,TIC153498031,-,-,-,G5V,RS*,93.3021,10.6271,-,,5.1,THE_stellar(RHK+Mamajek)
806,HD42807,Gaia DR3 3330062833797919744,HD42807,HIP29525,GJ230,TIC153498031,-,-,-,G5V,RS*,93.3021,10.6271,-,17.8,,THE_YARARA
807,HD44985,Gaia DR3 3330686669209149824,HD44985,HIP30552,-,TIC206680304,-,-,-,F8,PM*,96.3344,11.2332,-,,2.5,THE_stellar(RHK+Mamajek)
808,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,05289+1233,,13.3,THE_stellar(RHK+Mamajek)
809,HD41304,Gaia DR3 3345374529646941824,HD41304,HIP28813,-,TIC151236987,-,-,-,F6V,PM*,91.2426,14.3884,-,,9.2,THE_stellar(RHK+Mamajek)
810,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,06067+1533,17.8,,THE_YARARA
810,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,06067+1533,,8.4,THE_stellar(RHK+Mamajek)
811,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,05561+1356,,23.7,THE_stellar(RHK+Mamajek)
811,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,05561+1356,20.1,,THE_YARARA
812,HD41640,Gaia DR3 3349058065397818880,HD41640,HIP29001,-,TIC151412067,-,-,-,F5,PM*,91.7884,16.5561,-,,12.5,THE_stellar(RHK+Mamajek)
814,HD47127,Gaia DR3 3352152743956693376,HD47127,HIP31660,-,TIC307943195,-,-,J06376+1211A,G5,PM*,99.3912,12.1806,06376+1211,,20.4,THE_stellar(RHK+Mamajek)
815,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,06546+1311,,1.0,THE_stellar(RHK+Mamajek)
816,HD58781,Gaia DR3 3362649918901844608,HD58781,HIP36249,-,TIC60847893,-,-,-,G5,PM*,111.9616,19.0448,-,,22.0,THE_stellar(RHK+Mamajek)
818,HD43947,Gaia DR3 3369088315397965056,HD43947,HIP30067,-,TIC59545062,-,-,-,F8V,*,94.9174,16.0132,-,,11.3,THE_stellar(RHK+Mamajek)
819,HD45580,Gaia DR3 3369744964358573824,HD45580,HIP30890,-,TIC438406511,-,-,-,G0,PM*,97.2654,17.7452,-,,34.6,THE_stellar(RHK+Mamajek)
820,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,-,,11.2,THE_stellar(RHK+Mamajek)
821,HD51419,Gaia DR3 3379989457790428416,HD51419,HIP33537,-,TIC58853031,-,-,-,G5VFe-1,PM*,104.549,22.4759,-,,16.2,THE_stellar(RHK+Mamajek)
822,HD50554,Gaia DR3 3380479015342121600,HD50554,HIP33212,-,TIC80224448,-,-,-,F8V,PM*,103.6784,24.2456,-,,11.8,THE_stellar(RHK+Mamajek)
822,HD50554,Gaia DR3 3380479015342121600,HD50554,HIP33212,-,TIC80224448,-,-,-,F8V,PM*,103.6784,24.2456,-,4.0,7.6,THE_YARARA
823,HD49736,Gaia DR3 3381634224106876672,HD49736,HIP32874,-,TIC87345713,-,-,-,F8,PM*,102.7518,25.7604,-,,13.0,THE_stellar(RHK+Mamajek)
824,37Gem,Gaia DR3 3381727613874753536,HD50692,HIP33277,GJ252,TIC80226651,-,37Gem,-,G0V,*,103.8278,25.3757,-,,13.4,THE_stellar(RHK+Mamajek)
824,37Gem,Gaia DR3 3381727613874753536,HD50692,HIP33277,GJ252,TIC80226651,-,37Gem,-,G0V,*,103.8278,25.3757,-,,24.6,THE_YARARA
825,HD47415,Gaia DR3 3383000539103328768,HD47415,HIP31850,-,TIC284327831,-,-,J06395+2436A,F8IV,SB*,99.8812,24.6002,06395+2436,,16.2,THE_stellar(RHK+Mamajek)
826,HD34720,Gaia DR3 3390105617599972992,HD34720,HIP24883,-,TIC412155045,-,-,-,-,PM*,80.015,13.545,-,,9.7,THE_stellar(RHK+Mamajek)
827,HD32259,Gaia DR3 3391729905511044864,HD32259,HIP23443,-,TIC303676180,-,-,-,G0,PM*,75.5846,13.9102,-,,13.2,THE_stellar(RHK+Mamajek)
829,HD31966,Gaia DR3 3392510077730740480,HD31966,HIP23286,GJ182.1,TIC389136129,-,-,-,G2IV-VFe-1,PM*,75.1408,14.3838,-,,22.9,THE_stellar(RHK+Mamajek)
831,HD37588,Gaia DR3 3396559029302501632,HD37588,HIP26689,-,TIC127232950,-,-,-,F5,PM*,85.0734,16.3928,-,,6.4,THE_stellar(RHK+Mamajek)
832,HD39587,Gaia DR3 3399063235755057792,HD39587,HIP27913,GJ222,TIC114776214,-,54Ori+chi01Ori,-,G0V,SB*,88.5957,20.2763,-,,3.4,THE_stellar(RHK+Mamajek)
832,HD39587,Gaia DR3 3399063235755057792,HD39587,HIP27913,GJ222,TIC114776214,-,54Ori+chi01Ori,-,G0V,SB*,88.5957,20.2763,-,,3.97,THE_VSINI
833,111Tau,Gaia DR3 3400292798990117888,HD35296,HIP25278,GJ202,TIC47346402,-,111Tau,J05244+1723A,F8V,BY*,81.1061,17.3835,05244+1723,,2.37,THE_VSINI
833,111Tau,Gaia DR3 3400292798990117888,HD35296,HIP25278,GJ202,TIC47346402,-,111Tau,J05244+1723A,F8V,BY*,81.1061,17.3835,05244+1723,,1.5,THE_stellar(RHK+Mamajek)
834,HD37124,Gaia DR3 3402798414192387328,HD37124,HIP26381,GJ209,TIC19631691,-,-,-,G4IV-V,PM*,84.2604,20.7308,-,,18.3,THE_stellar(RHK+Mamajek)
835,HD30974,Gaia DR3 3404724758562462080,HD30974,HIP22688,-,TIC436670062,-,-,-,G0,PM*,73.1879,14.6231,-,,22.0,THE_stellar(RHK+Mamajek)
836,HD30738,Gaia DR3 3405220088550711808,HD30738,HIP22524,-,TIC436656073,-,-,-,F8,SB*,72.7023,16.2105,-,,2.24,THE_VSINI
836,HD30738,Gaia DR3 3405220088550711808,HD30738,HIP22524,-,TIC436656073,-,-,-,F8,SB*,72.7023,16.2105,-,,3.2,THE_stellar(RHK+Mamajek)
838,HD32923,Gaia DR3 3407611182744289152,HD32923,HIP23835,GJ188+GJ188.0,TIC27136704,-,104Tau+mTau,J05074+1839AB,G1V,**,76.8625,18.645,05074+1839,13.8,,THE_YARARA
838,HD32923,Gaia DR3 3407611182744289152,HD32923,HIP23835,GJ188+GJ188.0,TIC27136704,-,104Tau+mTau,J05074+1839AB,G1V,**,76.8625,18.645,05074+1839,,25.9,THE_stellar(RHK+Mamajek)
839,HD29836,Gaia DR3 3409686510941439104,HD29836,HIP21923,-,TIC397354131,-,-,-,G5,PM*,70.7154,18.7204,-,,23.6,THE_stellar(RHK+Mamajek)
843,HD32963,Gaia DR3 3421680597955802624,HD32963,HIP23884,-,TIC69528586,-,-,-,G3V,PM*,76.9824,26.328,-,,21.8,THE_stellar(RHK+Mamajek)
844,HD33252,Gaia DR3 3422042582096699520,HD33252,HIP24046,-,TIC69760570,-,-,J05101+2733A,F8V,PM*,77.5161,27.5565,05101+2733,,8.3,THE_stellar(RHK+Mamajek)
844,HD33252,Gaia DR3 3422042582096699520,HD33252,HIP24046,-,TIC69760570,-,-,J05101+2733A,F8V,PM*,77.5161,27.5565,05101+2733,,4.76,THE_VSINI
846,HD40001,Gaia DR3 3451146478788019200,HD40001,HIP28212,-,TIC309265383,-,-,-,F8,PM*,89.4155,33.2602,-,,10.7,THE_stellar(RHK+Mamajek)
846,HD40001,Gaia DR3 3451146478788019200,HD40001,HIP28212,-,TIC309265383,-,-,-,F8,PM*,89.4155,33.2602,-,,7.31,THE_VSINI
847,HD41330,Gaia DR3 3453257133093515648,HD41330,HIP28908,GJ226.3+GJ9199,TIC400316888,-,-,J06061+3523A,G0V,PM*,91.5356,35.3877,06061+3523,,18.0,THE_stellar(RHK+Mamajek)
848,HD38230,Gaia DR3 3456337827237371264,HD38230,HIP27207,GJ217,TIC426400173,-,-,J05460+3717A,K0V,PM*,86.5079,37.2846,05460+3717,,40.2,THE_stellar(RHK+Mamajek)
848,HD38230,Gaia DR3 3456337827237371264,HD38230,HIP27207,GJ217,TIC426400173,-,-,J05460+3717A,K0V,PM*,86.5079,37.2846,05460+3717,26.7,,THE_YARARA
850,HD108799A,Gaia DR3 3528362362908431616,HD108799A,-,GJ469.2A+GJ9409A,-,-,-,J12301-1324A,G0.1,PM*,187.5199,-13.3932,12301-1324,,5.79,THE_VSINI
851,HD111031,Gaia DR3 3529518709839090176,HD111031,HIP62345,GJ3746,TIC288529330,-,-,-,G5V,PM*,191.6285,-11.8124,-,,20.9,THE_stellar(RHK+Mamajek)
851,HD111031,Gaia DR3 3529518709839090176,HD111031,HIP62345,GJ3746,TIC288529330,-,-,-,G5V,PM*,191.6285,-11.8124,-,13.0,,THE_YARARA
852,HD99610,Gaia DR3 3562275841290443520,HD99610,HIP55900,-,TIC334895388,-,-,-,G4VCN+0.5,SB*,171.876,-12.436,-,,26.4,THE_stellar(RHK+Mamajek)
854,HD104304,Gaia DR3 3575733210781078016,HD104304,HIP58576,GJ454,TIC152738837,-,-,J12007-1028A,G8IV,SB*,180.1853,-10.4461,12007-1028,,26.1,THE_stellar(RHK+Mamajek)
855,HD108510,Gaia DR3 3579784327012046336,HD108510,HIP60816,-,TIC368438895,-,-,-,G1V_Fe-0.7,SB*,186.9812,-8.678,-,,8.9,THE_stellar(RHK+Mamajek)
856,HD101198,Gaia DR3 3585098090614578688,HD101198,HIP56802,GJ3677,TIC40535161,-,24Crt+iotCrt,J11387-1312A,F6.5V,PM*,174.6668,-13.2019,11387-1312,,14.2,THE_stellar(RHK+Mamajek)
857,HD101472,Gaia DR3 3591819100253606784,HD101472,HIP56960,-,TIC185260035,-,-,-,F7V,SB*,175.1524,-8.4057,-,,5.44,THE_VSINI
857,HD101472,Gaia DR3 3591819100253606784,HD101472,HIP56960,-,TIC185260035,-,-,-,F7V,SB*,175.1524,-8.4057,-,,3.5,THE_stellar(RHK+Mamajek)
858,HD106116,Gaia DR3 3598278250031419008,HD106116,HIP59532,GJ458.1+GJ9396,TIC56812239,-,-,J12125-0305A,G5V,PM*,183.1202,-3.0845,12125-0305,22.8,13.7,THE_YARARA
858,HD106116,Gaia DR3 3598278250031419008,HD106116,HIP59532,GJ458.1+GJ9396,TIC56812239,-,-,J12125-0305A,G5V,PM*,183.1202,-3.0845,12125-0305,,22.8,THE_stellar(RHK+Mamajek)
859,HD103459,Gaia DR3 3602296587073060224,HD103459,HIP58093,-,TIC421194567,-,-,-,G5V,PM*,178.7165,-1.4515,-,,22.6,THE_stellar(RHK+Mamajek)
860,HD119638,Gaia DR3 3606091998132474752,HD119638,HIP67069,-,TIC290058172,-,-,-,F8.5V,PM*,206.1858,-14.2252,-,11.5,,THE_YARARA
860,HD119638,Gaia DR3 3606091998132474752,HD119638,HIP67069,-,TIC290058172,-,-,-,F8.5V,PM*,206.1858,-14.2252,-,,10.8,THE_stellar(RHK+Mamajek)
862,HD121325B,Gaia DR3 3618910139048607744,HD121325B,-,-,-,-,-,J13550-0804B,F8e,PM*,208.7435,-8.059,13550-0804,,2.17,THE_VSINI
863,HD115080,Gaia DR3 3621929501058107264,HD115080,HIP64638,-,TIC135041892,-,-,J13149-1122A,G1.5V,**,198.7322,-11.3694,13149-1122,,30.5,THE_stellar(RHK+Mamajek)
864,HD112758,Gaia DR3 3626268998574790656,HD112758,HIP63366,GJ491A+GJ491B,TIC319462683,-,-,J12590-0950AB,G9V,**,194.7565,-9.8341,12590-0950,,44.5,THE_stellar(RHK+Mamajek)
865,HD117860,Gaia DR3 3630099250409312640,HD117860,HIP66115,-,TIC619444,-,-,-,G2V,PM*,203.2971,-8.4433,-,,5.9,THE_stellar(RHK+Mamajek)
866,HD117126,Gaia DR3 3638745672411053952,HD117126,HIP65708,-,TIC115071316,-,-,-,G3/5V,SB*,202.078,-0.8402,-,,23.1,THE_stellar(RHK+Mamajek)
867,HD125906B,Gaia DR3 3639520621950395776,HD125906B,-,-,TIC6131663,-,-,J14226-0746B,G0V,PM*,215.6612,-7.7698,14226-0746,,17.0,THE_stellar(RHK+Mamajek)
868,HD125906A,Gaia DR3 3639520621950395904,HD125906A,HIP70269,-,TIC6131661,-,-,J14226-0746A,G0V,PM*,215.6611,-7.7682,14226-0746,,14.9,THE_stellar(RHK+Mamajek)
869,HD125184,Gaia DR3 3639760521643499776,HD125184,HIP69881,GJ541.1,TIC6041460,-,-,J14180-0733A,G5IV,PM*,214.503,-7.5424,14180-0733,,43.9,Yu+24
869,HD125184,Gaia DR3 3639760521643499776,HD125184,HIP69881,GJ541.1,TIC6041460,-,-,J14180-0733A,G5IV,PM*,214.503,-7.5424,14180-0733,,22.5,THE_stellar(RHK+Mamajek)
869,HD125184,Gaia DR3 3639760521643499776,HD125184,HIP69881,GJ541.1,TIC6041460,-,-,J14180-0733A,G5IV,PM*,214.503,-7.5424,14180-0733,20.4,43.9,THE_YARARA
870,HD124553,Gaia DR3 3640929611741605632,HD124553,HIP69564,-,TIC147757234,-,-,J14144-0557A,F8V,PM*,213.5888,-5.9477,14144-0557,22.8,22.1,THE_YARARA
870,HD124553,Gaia DR3 3640929611741605632,HD124553,HIP69564,-,TIC147757234,-,-,J14144-0557A,F8V,PM*,213.5888,-5.9477,14144-0557,,10.2,THE_stellar(RHK+Mamajek)
871,HD125455,Gaia DR3 3642413746280598784,HD125455,HIP70016,GJ544A,TIC203230367,-,-,J14196-0509A,K1V,PM*,214.8953,-5.1512,14196-0509,,38.6,THE_stellar(RHK+Mamajek)
871,HD125455,Gaia DR3 3642413746280598784,HD125455,HIP70016,GJ544A,TIC203230367,-,-,J14196-0509A,K1V,PM*,214.8953,-5.1512,14196-0509,8.9,,THE_YARARA
872,HD122040,Gaia DR3 3644581708332456192,HD122040,HIP68348,-,TIC119144235,-,-,-,F6V,PM*,209.8654,-5.4239,-,,4.71,THE_VSINI
873,HD124292,Gaia DR3 3646061719703116032,HD124292,HIP69414,GJ3830,TIC147718994,-,-,-,G8/K0V,PM*,213.1885,-3.3201,-,10.8,,THE_YARARA
873,HD124292,Gaia DR3 3646061719703116032,HD124292,HIP69414,GJ3830,TIC147718994,-,-,-,G8/K0V,PM*,213.1885,-3.3201,-,,30.9,THE_stellar(RHK+Mamajek)
874,HD126053,Gaia DR3 3654496279558010624,HD126053,HIP70319,GJ547,TIC446436963,-,-,J14233+0114A,G1.5V,PM*,215.8137,1.2416,14233+0114,27.0,,THE_YARARA
874,HD126053,Gaia DR3 3654496279558010624,HD126053,HIP70319,GJ547,TIC446436963,-,-,J14233+0114A,G1.5V,PM*,215.8137,1.2416,14233+0114,,25.5,THE_stellar(RHK+Mamajek)
875,HD126961,Gaia DR3 3656209284314369664,HD126961,HIP70782,-,TIC402202339,-,-,J14153+0308C,G0V,PM*,217.1298,2.7888,14153+0308,,5.6,THE_stellar(RHK+Mamajek)
876,HD118330,Gaia DR3 3662563220276768640,HD118330,HIP66367,-,TIC157838901,-,-,-,F7V,PM*,204.061,-0.931,-,,9.37,THE_VSINI
877,HD122603,Gaia DR3 3670763725889736832,HD122603,HIP68619,-,TIC420652395,-,-,-,F8/G0IV,PM*,210.6984,3.5455,-,,14.8,THE_stellar(RHK+Mamajek)
878,HD110223,Gaia DR3 3675297081050489088,HD110223,HIP61858,-,TIC32479528,-,-,-,F5V,PM*,190.1696,-8.4485,-,,4.57,THE_VSINI
879,38Vir,Gaia DR3 3679242575447826432,HD111998,HIP62875,GJ9421,TIC53304943,-,38Vir,J12532-0333AB,F6V,**,193.2965,-3.5531,12532-0333,22.4,,THE_YARARA
879,38Vir,Gaia DR3 3679242575447826432,HD111998,HIP62875,GJ9421,TIC53304943,-,38Vir,J12532-0333AB,F6V,**,193.2965,-3.5531,12532-0333,,1.63,THE_VSINI
879,38Vir,Gaia DR3 3679242575447826432,HD111998,HIP62875,GJ9421,TIC53304943,-,38Vir,J12532-0333AB,F6V,**,193.2965,-3.5531,12532-0333,,3.5,THE_stellar(RHK+Mamajek)
881,HD114783,Gaia DR3 3684934540986187776,HD114783,HIP64457,GJ3769,TIC292113181,-,-,-,K1V,PM*,198.1824,-2.265,-,,37.9,THE_stellar(RHK+Mamajek)
881,HD114783,Gaia DR3 3684934540986187776,HD114783,HIP64457,GJ3769,TIC292113181,-,-,-,K1V,PM*,198.1824,-2.265,-,8.5,,THE_YARARA
882,HD109098,Gaia DR3 3695295342134266368,HD109098,HIP61173,-,TIC130637818,-,-,-,G3/5V,*,188.0185,-1.7724,-,,16.7,THE_stellar(RHK+Mamajek)
883,HD111470,Gaia DR3 3705830175356997632,HD111470,HIP62585,-,TIC380698607,-,-,-,F8,PM*,192.3629,5.1721,-,,2.2,THE_stellar(RHK+Mamajek)
884,HD116442,Gaia DR3 3712538708114516736,HD116442,HIP65352,GJ3781,TIC393713800,-,-,J13237+0243A,G9V,PM*,200.9132,2.7233,13237+0243,,38.7,THE_stellar(RHK+Mamajek)
885,HD116443,Gaia DR3 3712538811193759744,HD116443,HIP65355,GJ3782,TIC393713801,-,-,J13237+0243B,K2V,PM*,200.9202,2.7253,13237+0243,,40.0,THE_stellar(RHK+Mamajek)
886,HD120066,Gaia DR3 3721126409323324416,HD120066,HIP67246,-,TIC379117362,-,-,-,G0V,PM*,206.738,6.3504,-,,19.8,THE_stellar(RHK+Mamajek)
886,HD120066,Gaia DR3 3721126409323324416,HD120066,HIP67246,-,TIC379117362,-,-,-,G0V,PM*,206.738,6.3504,-,17.6,26.1,THE_YARARA
887,HD122742,Gaia DR3 3724242219117947904,HD122742,HIP68682,GJ538,TIC457880598,-,-,J14035+1047AB,G6V,SB*,210.8848,10.7868,14035+1047,,27.6,THE_stellar(RHK+Mamajek)
889,HD114174,Gaia DR3 3729017810434416128,HD114174,HIP64150,GJ9429,TIC381726125,-,-,J13088+0513AB,G3IV+D,**,197.2126,5.2072,13088+0513,,21.9,THE_stellar(RHK+Mamajek)
889,HD114174,Gaia DR3 3729017810434416128,HD114174,HIP64150,GJ9429,TIC381726125,-,-,J13088+0513AB,G3IV+D,**,197.2126,5.2072,13088+0513,27.8,,THE_YARARA
890,HD115383,Gaia DR3 3732539683617410816,HD115383,HIP64792,GJ504,TIC397587084,-,59Vir+59VirA+EVir+eVir,J13168+0925A,G0IV,PM*,199.1938,9.4242,13168+0925,,2.3,THE_stellar(RHK+Mamajek)
890,HD115383,Gaia DR3 3732539683617410816,HD115383,HIP64792,GJ504,TIC397587084,-,59Vir+59VirA+EVir+eVir,J13168+0925A,G0IV,PM*,199.1938,9.4242,13168+0925,,5.57,THE_VSINI
890,HD115383,Gaia DR3 3732539683617410816,HD115383,HIP64792,GJ504,TIC397587084,-,59Vir+59VirA+EVir+eVir,J13168+0925A,G0IV,PM*,199.1938,9.4242,13168+0925,12.3,,THE_YARARA
892,HD92719,Gaia DR3 3750995604764854400,HD92719,HIP52369,-,TIC391844777,-,-,-,G1.5V,PM*,160.5555,-13.7877,-,13.5,19.5,THE_YARARA
892,HD92719,Gaia DR3 3750995604764854400,HD92719,HIP52369,-,TIC391844777,-,-,-,G1.5V,PM*,160.5555,-13.7877,-,,16.7,THE_stellar(RHK+Mamajek)
893,HD94268,Gaia DR3 3757749354938381824,HD94268,HIP53186,-,TIC55222124,-,-,-,G0VFe-0.7CH-,PM*,163.1851,-11.423,-,,8.3,THE_stellar(RHK+Mamajek)
894,HD91962A,Gaia DR3 3762120497774235648,HD91962A,HIP51966,-,TIC321289619,-,-,J10370-0850A,G1V,SB*,159.25,-8.8399,10370-0850,,4.29,THE_VSINI
895,HD94280,Gaia DR3 3764461667267464192,HD94280,HIP53196,-,TIC55172317,-,-,-,G0/1V,PM*,163.2039,-6.822,-,,6.76,THE_VSINI
895,HD94280,Gaia DR3 3764461667267464192,HD94280,HIP53196,-,TIC55172317,-,-,-,G0/1V,PM*,163.2039,-6.822,-,,10.2,THE_stellar(RHK+Mamajek)
896,20Sex,Gaia DR3 3772450512596239616,HD88697,HIP50100,GJ9321,TIC26261696,-,20Sex,-,F7V,PM*,153.4349,-7.384,-,,2.1,THE_stellar(RHK+Mamajek)
896,20Sex,Gaia DR3 3772450512596239616,HD88697,HIP50100,GJ9321,TIC26261696,-,20Sex,-,F7V,PM*,153.4349,-7.384,-,,2.27,THE_VSINI
897,HD87359,Gaia DR3 3773112865272176512,HD87359,HIP49350,-,TIC26074881,-,-,-,G6V,SB*,151.1116,-7.2184,-,4.6,,THE_YARARA
897,HD87359,Gaia DR3 3773112865272176512,HD87359,HIP49350,-,TIC26074881,-,-,-,G6V,SB*,151.1116,-7.2184,-,,20.7,THE_stellar(RHK+Mamajek)
898,HD91638,Gaia DR3 3777944634761425792,HD91638,HIP51784,-,TIC124534956,-,-,-,F7V,PM*,158.7092,-3.8997,-,,7.5,THE_stellar(RHK+Mamajek)
899,HD97037,Gaia DR3 3784271568265259904,HD97037,HIP54582,-,TIC143046056,-,-,-,G1V,PM*,167.5556,-7.3894,-,,19.8,THE_stellar(RHK+Mamajek)
899,HD97037,Gaia DR3 3784271568265259904,HD97037,HIP54582,-,TIC143046056,-,-,-,G1V,PM*,167.5556,-7.3894,-,,3.0,THE_YARARA
902,HD98281,Gaia DR3 3786697056556771584,HD98281,HIP55210,GJ423.1+GJ9357,TIC38086286,-,-,-,G8V,PM*,169.5917,-5.0673,-,,31.9,THE_stellar(RHK+Mamajek)
902,HD98281,Gaia DR3 3786697056556771584,HD98281,HIP55210,GJ423.1+GJ9357,TIC38086286,-,-,-,G8V,PM*,169.5917,-5.0673,-,12.2,33.5,THE_YARARA
903,HD96064,Gaia DR3 3789271459953459328,HD96064,HIP54155,-,TIC53178075,-,-,J11047-0413A,G8V,BY*,166.1728,-4.2211,11047-0413,,3.0,THE_stellar(RHK+Mamajek)
905,HD101093,Gaia DR3 3793829313607800064,HD101093,HIP56738,-,TIC49454591,-,-,-,G3V,PM*,174.4963,-1.5994,-,,11.4,THE_stellar(RHK+Mamajek)
906,HD102634,Gaia DR3 3794824028033991936,HD102634,HIP57629,-,TIC78272071,-,-,J11490-0019A,F8V,PM*,177.2553,-0.3187,11490-0019,,6.7,THE_stellar(RHK+Mamajek)
908,HD92788,Gaia DR3 3802549437248150656,HD92788,HIP52409,-,TIC169248301,-,-,-,G6V,PM*,160.7022,-2.1838,-,8.7,22.7,THE_YARARA
908,HD92788,Gaia DR3 3802549437248150656,HD92788,HIP52409,-,TIC169248301,-,-,-,G6V,PM*,160.7022,-2.1838,-,,21.3,THE_stellar(RHK+Mamajek)
909,HD96937,Gaia DR3 3811594088617869056,HD96937,HIP54541,GJ3644,TIC301560849,-,-,J11097+0227A,G8V,PM*,167.4176,2.4562,11097+0227,,27.5,THE_stellar(RHK+Mamajek)
910,83LeoB,Gaia DR3 3812355294262255104,HD99492,HIP55848,GJ429.0B+GJ429B,TIC363549734,-,83LeoB,J11268+0301B,K3,PM*,171.6928,3.0063,11268+0301,9.6,43.0,THE_YARARA
910,83LeoB,Gaia DR3 3812355294262255104,HD99492,HIP55848,GJ429.0B+GJ429B,TIC363549734,-,83LeoB,J11268+0301B,K3,PM*,171.6928,3.0063,11268+0301,,42.4,THE_stellar(RHK+Mamajek)
911,83LeoA,Gaia DR3 3812355328621651328,HD99491,HIP55846,GJ429A,TIC363549733,-,83LeoA,J11268+0301A,G9IV-V,PM*,171.6888,3.0131,11268+0301,,26.6,THE_stellar(RHK+Mamajek)
912,HD85380,Gaia DR3 3820160280630444672,HD85380,HIP48351,-,TIC56555398,-,-,-,G1V,PM*,147.8401,-6.1819,-,,11.4,THE_stellar(RHK+Mamajek)
912,HD85380,Gaia DR3 3820160280630444672,HD85380,HIP48351,-,TIC56555398,-,-,-,G1V,PM*,147.8401,-6.1819,-,,8.69,THE_VSINI
913,HD88072,Gaia DR3 3835743693290897152,HD88072,HIP49756,-,TIC344988456,-,-,-,G3V,PM*,152.3476,2.3711,-,,21.1,THE_stellar(RHK+Mamajek)
913,HD88072,Gaia DR3 3835743693290897152,HD88072,HIP49756,-,TIC344988456,-,-,-,G3V,PM*,152.3476,2.3711,-,23.8,,THE_YARARA
915,HD82267,Gaia DR3 3850860191466416768,HD82267,HIP46690,-,TIC383217678,-,-,-,F6V,PM*,142.7758,3.0798,-,,1.4,THE_VSINI
916,HD82106,Gaia DR3 3852570413083923072,HD82106,HIP46580,GJ349,TIC383188202,-,-,-,K3V,PM*,142.4784,5.6551,-,21.6,,THE_YARARA
916,HD82106,Gaia DR3 3852570413083923072,HD82106,HIP46580,GJ349,TIC383188202,-,-,-,K3V,PM*,142.4784,5.6551,-,,23.2,THE_stellar(RHK+Mamajek)
917,HD90905,Gaia DR3 3855524182352238336,HD90905,HIP51386,-,TIC277895096,-,-,J10297+0129,G1V,PM*,157.426,1.4911,10297+0129,6.0,,THE_YARARA
917,HD90905,Gaia DR3 3855524182352238336,HD90905,HIP51386,-,TIC277895096,-,-,J10297+0129,G1V,PM*,157.426,1.4911,10297+0129,,1.1,THE_stellar(RHK+Mamajek)
917,HD90905,Gaia DR3 3855524182352238336,HD90905,HIP51386,-,TIC277895096,-,-,J10297+0129,G1V,PM*,157.426,1.4911,10297+0129,,3.86,THE_VSINI
