,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,distance,vmag,PLATO
685,HD217924,Gaia DR3 2832735823127881088,HD217924,HIP113884,-,TIC245327925,-,-,-,G0V,SB*,345.9608,21.5983,28.239,7.22,0
686,HD216625,Gaia DR3 2835052150531041920,HD216625,HIP113086,-,TIC435845665,-,-,-,F8,PM*,343.5309,19.892,41.821,7.02,0
687,51Peg,Gaia DR3 2835207319109249920,HD217014,HIP113357,GJ882,TIC139298196,-,51Peg,J22575+2046A,G2IV,PM*,344.3666,20.7688,15.527,5.453,0
688,HD225097,Gaia DR3 2846469822870413696,HD225097,HIP276,-,TIC238301314,-,-,-,G0,SB*,0.8581,20.6655,68.608,7.49,0
689,85Peg,Gaia DR3 2853900872207888768,HD224930,HIP171,GJ914A+GJ914B,TIC117956546,-,85Peg,J00022+2705AB,G5VbFe-2,SB*,0.5431,27.0818,12.318,5.695,0
690,HD2330,Gaia DR3 2855866348024648320,HD2330,HIP2174,-,TIC440657017,-,-,-,F8,PM*,6.8612,26.2788,61.312,7.56,0
691,HD166,Gaia DR3 2860924621205256704,HD166,HIP544,GJ5,TIC238432056,-,-,J00066+2901A,G8V,BY*,1.6533,29.0215,13.766,6.1,0
692,HD222033,Gaia DR3 2871126646003024384,HD222033,HIP116542,-,TIC326448025,-,-,-,G0V,PM*,354.2776,30.678,50.258,7.197,0
693,HD221830,Gaia DR3 2871338405072089088,HD221830,HIP116421,-,TIC366036237,-,-,J23355+3101A,G2,PM*,353.8704,31.0172,33.205,6.869,0
694,HD224636,Gaia DR3 2875096978193654528,HD224636,-,-,-,-,-,J23595+3343B,G1,PM*,359.8717,33.7244,29.488,6.635,0
695,HD224635,Gaia DR3 2875096978193873024,HD224635,-,-,-,-,-,J23595+3343A,F8,PM*,359.872,33.7239,29.479,6.432,0
696,HD400,Gaia DR3 2877522230262577024,HD400,HIP699,GJ6,TIC194303203,-,-,-,F8IV,PM*,2.1706,36.6271,32.607,6.175,0
697,HD35850,Gaia DR3 3009908378049913216,HD35850,HIP25486,-,TIC94945758,-,-,-,F8V(n)k:,RS*,81.7698,-11.901,26.843,6.332,0
698,HD38277A,Gaia DR3 3011850012504392960,HD38277A,HIP27058,-,TIC279696912,-,-,J05443-1001A,G1V,PM*,86.0733,-10.0167,37.844,7.129,0
699,HD36379,Gaia DR3 3013570610764491520,HD36379,HIP25840,-,TIC34507428,-,-,-,G2V,PM*,82.7498,-10.0811,41.007,6.952,0
700,HD40397,Gaia DR3 3022685626580347392,HD40397,HIP28267,GJ3376,TIC39543054,-,-,J05584-0439A,F7V,PM*,89.5897,-4.6507,24.075,6.996,0
701,HD38858,Gaia DR3 3023711269067191296,HD38858,HIP27435,GJ1085,TIC176521059,-,-,-,G2V,PM*,87.1456,-4.0946,15.21,5.96,0
702,HD59438A,Gaia DR3 3028617461760208128,HD59438A,-,-,-,-,-,J07294-1500A,F6,PM*,112.3411,-14.9987,36.485,6.313,0
703,HD60718,Gaia DR3 3030249892927097600,HD60718,-,-,TIC405164570,-,-,-,F7/G0V,PM*,113.8358,-14.0475,74.436,7.631,0
704,HD60552,Gaia DR3 3030303665919123328,HD60552,HIP36836,-,TIC405046988,-,-,J07345-1352A,F7II/III,PM*,113.6205,-13.8702,46.191,6.674,0
705,5Pup,Gaia DR3 3036768068439044608,HD63336,HIP38048,-,TIC334453577,-,5Pup,J07479-1212AB,F5.5V,**,116.9863,-12.1927,28.8,5.479,0
706,HD66488,Gaia DR3 3039796780587564032,HD66488,HIP39425,-,TIC169972229,-,-,J08035-0810A,F7V,*,120.8838,-8.1734,53.066,7.43,0
707,HD62128,Gaia DR3 3039938583230568960,HD62128,HIP37520,-,TIC62355113,-,-,-,G3V,PM*,115.5082,-11.8527,52.975,7.53,0
708,HD62816,Gaia DR3 3040589665910761344,HD62816,HIP37844,-,TIC31774464,-,-,-,F5V,*,116.3718,-10.1607,57.063,7.55,0
709,HD62883,Gaia DR3 3043435098923887616,HD62883,HIP37879,-,TIC31838435,-,-,-,F5V,*,116.4622,-7.5297,57.67,7.46,0
710,HD57863,Gaia DR3 3047573351458757760,HD57863,HIP35775,-,TIC187571246,-,-,-,F7V,PM*,110.7006,-9.632,61.843,7.37,0
711,HD57517,Gaia DR3 3048519339470667520,HD57517,HIP35642,-,TIC319280528,-,-,-,G1V,PM*,110.32,-8.8778,33.066,6.519,0
712,HD50639,Gaia DR3 3050309864100076544,HD50639,HIP33109,-,TIC123838254,-,-,-,F8.5V,PM*,103.4368,-9.5155,38.84,7.058,0
713,HD59984,Gaia DR3 3053492881541641600,HD59984,HIP36640,GJ3449,TIC6677245,-,-,J07321-0853A,G0VFe-1.6CH-,PM*,113.024,-8.8813,28.667,5.935,0
714,HD61383,Gaia DR3 3056203899255907328,HD61383,HIP37233,-,TIC65953626,-,-,-,G3V,PM*,114.7139,-5.4655,53.13,7.58,0
715,HD61606,Gaia DR3 3057712223051571200,HD61606,HIP37349,GJ282+GJ282A,TIC66100263,-,-,J07400-0336A,K3V,BY*,114.9972,-3.5975,14.078,7.185,0
716,HD60779,Gaia DR3 3060787930730737920,HD60779,HIP36976,GJ9237,TIC65672998,-,-,-,G1V,PM*,114.006,-3.1518,35.435,7.163,0
717,HD58556,Gaia DR3 3061562747131020416,HD58556,HIP36071,-,TIC64408446,-,-,-,G1V,*,111.4884,-2.2485,33.836,6.992,0
718,HD71479,Gaia DR3 3065191272937568896,HD71479,HIP41479,-,TIC169108295,-,-,-,G2/3V,PM*,126.8964,-5.1486,40.747,7.182,0
719,HD72528,Gaia DR3 3065324485643480320,HD72528,HIP41968,-,TIC121232944,-,-,-,F8/G0V,PM*,128.3233,-5.3279,50.11,7.34,0
720,HD69965,Gaia DR3 3065896266049916672,HD69965,HIP40765,-,TIC178645961,-,-,-,G1V,*,124.8129,-5.6195,36.679,7.43,0
721,1Hya,Gaia DR3 3066710282611675776,HD70958,HIP41211,GJ306,TIC168975758,-,1Hya,"J08246-0345Aa,Ab",F6V,SB*,126.1459,-3.7512,27.051,5.614,0
722,HD69582,Gaia DR3 3069481979626615552,HD69582,-,-,TIC178587576,-,-,-,G5/6V,SB*,124.3734,-3.1076,32.282,7.546,0
723,HD72659,Gaia DR3 3073443760538892032,HD72659,HIP42030,-,TIC121284864,-,-,-,G2V,PM*,128.5133,-1.5682,51.926,7.46,0
724,HD72760,Gaia DR3 3073562610873679872,HD72760,HIP42074,GJ3507,TIC121286109,-,-,J08345-0044A,K0V,PM*,128.6319,-0.7261,21.16,7.32,0
725,HD70923,Gaia DR3 3076296890133768448,HD70923,HIP41209,-,TIC168942250,-,-,J08246-0109AB,G1V,**,126.1386,-1.1484,41.269,7.081,0
726,HD70110,Gaia DR3 3077104721942993920,HD70110,HIP40858,GJ2067,TIC178650755,-,-,-,G0V,PM*,125.0542,-0.9093,38.078,6.181,0
727,HD71431,Gaia DR3 3077716870745485056,HD71431,HIP41471,-,TIC265044655,-,-,-,G1V,SB*,126.8814,0.8284,60.885,7.57,0
728,HD71640,Gaia DR3 3077874483161655552,HD71640,HIP41573,-,TIC265075778,-,-,-,F6V,*,127.1502,1.2476,45.206,7.4,0
729,HD64606,Gaia DR3 3082317193037072256,HD64606,HIP38625,GJ292.2+GJ9245,TIC123089572,-,-,J07546-0125A,K0V,SB*,118.6424,-1.4123,19.718,7.43,0
730,HD52265,Gaia DR3 3101382419728401408,HD52265,HIP33719,-,TIC268565917,-,-,-,G0V,PM*,105.0752,-5.3672,29.918,6.294,0
731,HD50281A,Gaia DR3 3101923001490347392,HD50281A,HIP32984,GJ250A,TIC282210766,-,-,J06523-0510A,K3.5V,PM*,103.0752,-5.1737,8.745,6.58,0
732,HD49503A,Gaia DR3 3102372804823185920,HD49503A,HIP32644,-,TIC36346568,-,-,J06486-0405A,F5/6V,PM*,102.149,-4.0759,48.405,7.02,0
733,HD46871,Gaia DR3 3106739102936308224,HD46871,HIP31480,-,TIC52552168,-,-,-,G0V,PM*,98.8993,-2.243,64.078,7.51,0
734,HD56303,Gaia DR3 3111942885310862848,HD56303,HIP35209,-,TIC284620820,-,-,-,G2V,PM*,109.1518,1.8788,41.646,7.34,0
735,HD51219,Gaia DR3 3113909602378333056,HD51219,HIP33382,-,TIC301780349,-,-,-,G8V,PM*,104.1424,1.1621,31.477,7.41,0
736,HD45067,Gaia DR3 3118434397663311360,HD45067,HIP30545,-,TIC42334982,-,-,-,F9V,PM*,96.3189,-0.9459,32.884,5.881,0
737,HD44420,Gaia DR3 3118688251708604928,HD44420,HIP30243,-,TIC251216282,-,-,-,G6V,PM*,95.4314,-0.5391,42.997,7.63,0
738,HD50867,Gaia DR3 3129765728281334016,HD50867,HIP33275,-,TIC237666892,-,-,-,F8,*,103.8227,5.9105,52.504,7.6,0
739,HD46090,Gaia DR3 3130091149360313984,HD46090,HIP31083,-,TIC234831602,-,-,J06314+0255A,G3/5V,PM*,97.8395,2.9113,29.495,7.14,0
740,HD44966,Gaia DR3 3131495878545906688,HD44966,HIP30513,-,TIC234568937,-,-,-,F5/6V,PM*,96.2091,4.872,48.109,7.031,0
741,HD66573,Gaia DR3 3146303001634267392,HD66573,HIP39506,-,TIC443846457,-,-,-,G5VFe-1.3CH-,SB*,121.1244,9.2679,29.832,7.26,0
742,HD63107,Gaia DR3 3148814698509975936,HD63107,HIP38021,-,TIC453207964,-,-,-,F8,SB*,116.8856,9.6326,44.068,7.08,0
743,HD59432A,Gaia DR3 3163696107354305536,HD59432A,HIP36485,-,TIC247087539,-,-,J07304+1352A,F5,*,112.6093,13.865,48.673,7.172,0
744,HD30743,Gaia DR3 3179824465465177984,HD30743,HIP22439,-,TIC114922178,-,-,-,F6VFe-0.9CH-,PM*,72.426,-13.7697,36.253,6.273,0
745,HD32724,Gaia DR3 3181805854137838464,HD32724,HIP23627,-,TIC43650034,-,-,-,G2V,PM*,76.1982,-11.699,43.281,7.2,0
746,HD30562,Gaia DR3 3188395880157173120,HD30562,HIP22336,GJ177.1,TIC176379354,-,-,-,G2IV,PM*,72.1516,-5.674,26.144,5.775,0
747,HD26040,Gaia DR3 3190783297858653952,HD26040,HIP19206,-,TIC34269291,-,-,J04070-1000AB,G1/2V,**,61.7524,-10.0005,44.705,6.889,0
748,HD26965,Gaia DR3 3195919528989223040,HD26965,HIP19849,GJ166A,TIC67772871,-,40Eri+omi02Eri,J04153-0739A,K0V,PM*,63.818,-7.6529,5.01,4.42,0
749,HD28821,Gaia DR3 3201236698501590272,HD28821,HIP21172,-,TIC248689603,-,-,-,G3V,*,68.0895,-5.039,36.041,7.61,0
750,HD26441,Gaia DR3 3203497397487659648,HD26441,HIP19508,-,TIC9264836,-,-,J04107-0452AB,G3/5IV,**,62.6855,-4.8748,57.842,7.36,0
751,HD28072A,Gaia DR3 3205679721908034688,HD28072A,-,-,-,-,-,J04257-0214A,-,PM*,66.4244,-2.2324,40.645,7.356,0
752,HD35627,Gaia DR3 3208926854625048064,HD35627,HIP25388,-,TIC24722438,-,-,-,F8/G0V,PM*,81.4717,-6.3627,54.792,7.49,0
753,HD34991,Gaia DR3 3209949503518273024,HD34991,-,-,TIC4113275,-,-,-,G0V,*,80.3246,-5.8114,35.1,7.221,0
754,HD34239,Gaia DR3 3210312170555686272,HD34239,-,-,TIC249031125,-,-,-,G0V,PM*,78.9372,-4.7967,30.761,7.114,0
755,HD36003,Gaia DR3 3210731015768096000,HD36003,HIP25623,GJ204,TIC50587969,-,-,J05284-0330A,K5V,PM*,82.1087,-3.4996,12.928,7.65,0
756,HD32147,Gaia DR3 3211461469444773376,HD32147,HIP23311,GJ183,TIC213041474,-,-,-,K3+V,PM*,75.2042,-5.7537,8.844,6.23,0
757,HD31768,Gaia DR3 3212750058416680320,HD31768,HIP23116,-,TIC244258171,-,-,J04584-0344AB,F5V,**,74.6092,-3.7329,51.092,6.967,0
758,HD34673A,Gaia DR3 3213958769587525888,HD34673A,HIP24819,GJ200A,TIC249076418,-,-,J05192-0304A,K3V,PM*,79.8028,-3.0738,15.713,7.77,0
759,HD37652,Gaia DR3 3217537886095855872,HD37652,-,-,TIC11298969,-,-,-,F6V,SB*,85.0291,-0.7049,57.342,7.358,0
760,HD39833,Gaia DR3 3218445979621236992,HD39833,HIP27980,-,TIC39292359,-,-,-,G3V,PM*,88.7582,-0.508,39.897,7.65,0
761,HD35947,Gaia DR3 3220137750059767680,HD35947,-,-,TIC50583801,-,-,-,F6V,PM*,82.0268,-1.6696,46.108,7.303,0
762,HD31738,Gaia DR3 3228407348810503168,HD31738,HIP23105,-,TIC452749710,-,-,-,G5IVe,RS*,74.5707,0.4539,33.616,7.265,0
763,HD29356,Gaia DR3 3230677565443833088,HD29356,HIP21537,-,TIC262412747,-,-,J04374+0034A,F7/G0,*,69.3613,0.5531,63.708,7.49,0
764,HD29355,Gaia DR3 3230677874682668672,HD29355,HIP21534,-,TIC262412757,-,-,J04374+0034B,F3/6,*,69.3587,0.5746,63.837,7.5,0
765,HD34745,Gaia DR3 3234481566438473600,HD34745,HIP24864,-,TIC449310490,-,-,-,F7V,PM*,79.9543,2.5136,37.139,7.0,0
766,HD33636,Gaia DR3 3238810137558836352,HD33636,HIP24205,-,TIC262300150,-,-,-,G0V_CH-0.3,Pe*,77.9435,4.4035,29.587,7.001,0
767,HD31412,Gaia DR3 3239548665775613056,HD31412,HIP22919,GJ9169,TIC262501618,-,-,"J04559+0440Aa,Ab",F9.5V,**,73.9829,4.6704,35.887,7.016,0
768,HD34445,Gaia DR3 3241295308714904960,HD34445,HIP24681,-,TIC284907742,-,-,-,G0,PM*,79.4208,7.3533,45.794,7.31,0
769,HD33313,Gaia DR3 3241699825915136768,HD33313,HIP24021,-,TIC408042385,-,-,-,F8,PM*,77.4413,7.1816,44.192,7.41,0
770,HD24727,Gaia DR3 3246552451764804992,HD24727,HIP18388,-,TIC425164208,-,-,-,F5V,PM*,58.9556,-4.5268,50.422,7.065,0
771,HD22879,Gaia DR3 3250489115709122560,HD22879,HIP17147,GJ147.1+GJ9121,TIC301564622,-,-,J03404-0313A,G0VmF2,Pe*,55.0919,-3.217,26.092,6.688,0
772,HD25457,Gaia DR3 3256786534197166208,HD25457,HIP18859,GJ159,TIC9150015,-,-,-,F7V,TT*,60.6531,-0.2689,18.707,5.379,0
773,HD20385,Gaia DR3 3261733202649972992,HD20385,HIP15247,-,TIC49906916,-,-,"J03167-0332Aa,Ab",F6V,**,49.1694,-3.5303,49.1,7.48,0
774,HD20619,Gaia DR3 3261878613062758144,HD20619,HIP15442,GJ135,TIC279069526,-,-,-,G1.5V,PM*,49.7579,-2.8432,23.998,7.049,0
775,10Tau,Gaia DR3 3263836568394170880,HD22484,HIP16852,GJ147,TIC311092847,-,10Tau,-,F9IV-V,PM*,54.2183,0.4017,13.92,4.278,0
776,HD20630,Gaia DR3 3269362645115584640,HD20630,HIP15457,GJ137,TIC343813545,-,96Cet+kapCet+kap01Cet,J03194+0322A,G5V,BY*,49.8404,3.3702,9.276,4.839,0
777,HD22255,Gaia DR3 3276017095645265664,HD22255,HIP16723,-,TIC274150483,-,-,J03352+0543A,F5,Em*,53.7923,5.714,61.738,7.48,0
778,HD27642,Gaia DR3 3280086388180617600,HD27642,HIP20373,-,TIC454150332,-,-,-,G0V,SB*,65.443,2.3901,52.657,6.936,0
779,HD28069,Gaia DR3 3284145132275338496,HD28069,HIP20693,-,TIC448847484,-,-,-,F7V,PM*,66.4889,5.1501,47.611,7.36,0
780,HD26923,Gaia DR3 3285218186904332288,HD26923,HIP19859,-,TIC283792884,-,-,J04155+0611A,G0IV,PM*,63.87,6.1869,22.075,6.316,0
781,HD26913,Gaia DR3 3285218255623808640,HD26913,HIP19855,-,TIC283792891,-,-,J04155+0611B,G6V,BY*,63.8574,6.1997,22.071,6.953,0
782,HD30652,Gaia DR3 3288921720025503360,HD30652,HIP22449,GJ178,TIC399665349,-,1Ori+pi.03Ori,J04498+0658A,F6V,PM*,72.46,6.9613,8.024,3.185,0
783,13Ori,Gaia DR3 3290765291786058496,HD33021,HIP23852,GJ3334,TIC284794221,-,13Ori,J05076+0928A,G3,PM*,76.9096,9.4718,27.589,6.177,0
784,HD30311,Gaia DR3 3292800109852528512,HD30311,HIP22221,-,TIC450077414,-,-,-,F9.5V,PM*,71.69,9.0174,42.502,7.21,0
785,HD31253,Gaia DR3 3295354481521174656,HD31253,HIP22826,-,TIC436700755,-,-,J04547+1221A,F8,PM*,73.6819,12.3522,58.427,7.133,0
786,HD29862,Gaia DR3 3295891077555760000,HD29862,HIP21918,-,TIC436564830,-,-,-,G5,PM*,70.7035,12.2098,52.393,7.4,0
787,HD26990,Gaia DR3 3297396274614449920,HD26990,HIP19911,-,TIC283826260,-,-,J04163+0710AB,G0V:,**,64.0688,7.1594,40.299,7.471,0
788,HD26784,Gaia DR3 3300934223858467072,HD26784,HIP19796,-,TIC283751025,-,-,-,F8V,PM*,63.6431,10.7014,45.106,7.105,0
789,HD25463,Gaia DR3 3301771025223950336,HD25463,HIP18893,-,TIC407966340,-,-,-,F8,MS*,60.7479,9.2085,45.184,6.911,0
790,HD26749,Gaia DR3 3304387519299731200,HD26749,HIP19767,-,TIC434229814,-,-,-,G2V,PM*,63.5762,12.3481,37.705,6.744,0
791,HD28608,Gaia DR3 3305871825637254912,HD28608,HIP21066,-,TIC373052731,-,-,-,F7V,PM*,67.7382,10.7518,46.506,7.034,0
792,HD28237,Gaia DR3 3306922958753764992,HD28237,HIP20826,-,TIC373027194,-,-,-,F8,PM*,66.942,11.7364,45.143,7.49,0
793,HD29310,Gaia DR3 3309493720019304576,HD29310,HIP21543,-,TIC245902283,-,-,J04375+1509AB,G0,BY*,69.3833,15.1465,38.996,7.545,0
794,HD29247,Gaia DR3 3309508803943800960,HD29247,-,-,TIC245899082,-,-,-,G0,PM*,69.2293,15.2612,64.683,7.345,0
795,HD27836,Gaia DR3 3311151233797884416,HD27836,HIP20553,-,TIC435939639,-,-,J04242+1445AB,G0V(e),BY*,66.052,14.7582,47.947,7.58,0
796,HD27691A,Gaia DR3 3311221224583178368,HD27691A,-,-,-,-,-,J04227+1503A,F8V,SB*,65.6841,15.0561,47.197,7.251,0
797,55Tau,Gaia DR3 3312324550143212288,HD27383,HIP20215,-,TIC435911720,-,55Tau,J04199+1631AB,F8V,**,64.9786,16.5226,46.029,6.931,0
798,HD28205,Gaia DR3 3312709379213017728,HD28205,HIP20815,-,TIC245786953,-,-,-,F8V,BY*,66.8995,15.5892,46.984,7.41,0
799,HD28034,Gaia DR3 3312751882209460864,HD28034,-,-,TIC60879815,-,-,-,F8V,PM*,66.5243,15.5243,42.515,7.466,0
800,HD28363,Gaia DR3 3312892757136810880,HD28363,HIP20916,-,TIC456892231,-,-,J04290+1610AB,F8V,**,67.2489,16.1591,45.096,6.574,0
801,HD43587,Gaia DR3 3317901165746471552,HD43587,HIP29860,GJ231.1A+GJ9208A,TIC265361101,-,-,"J06173+0506Aa,Ab",G0V,SB*,94.3172,5.1,19.374,5.712,0
802,HD42618,Gaia DR3 3319126988068404096,HD42618,HIP29432,GJ3387,TIC153289168,-,-,-,G4V,PM*,93.0024,6.7831,24.404,6.87,0
803,HD40616,Gaia DR3 3321405313598316544,HD40616,HIP28428,-,TIC282498936,-,-,-,G3V,PM*,90.0574,4.8355,56.769,7.46,0
804,HD45759,Gaia DR3 3326288347818354048,HD45759,HIP30939,-,TIC207004850,-,-,-,F8,*,97.4037,8.4924,48.556,7.61,0
805,HD47157,Gaia DR3 3326573774163806336,HD47157,HIP31655,-,TIC220204291,-,-,J06375+0909A,G5IV-V,PM*,99.3825,9.1443,40.049,7.61,0
806,HD42807,Gaia DR3 3330062833797919744,HD42807,HIP29525,GJ230,TIC153498031,-,-,-,G5V,RS*,93.3021,10.6271,18.599,6.456,0
807,HD44985,Gaia DR3 3330686669209149824,HD44985,HIP30552,-,TIC206680304,-,-,-,F8,PM*,96.3344,11.2332,33.233,7.021,0
808,HD35956,Gaia DR3 3340966243931480448,HD35956,HIP25662,GJ3347,TIC302492175,-,-,J05289+1233A,G0V,SB*,82.2151,12.5508,29.596,6.718,0
809,HD41304,Gaia DR3 3345374529646941824,HD41304,HIP28813,-,TIC151236987,-,-,-,F6V,PM*,91.2426,14.3884,41.22,6.733,0
810,HD41593,Gaia DR3 3345968334645285376,HD41593,HIP28954,GJ227,TIC415563103,-,-,J06067+1533A,K0V,PM*,91.6687,15.5421,15.771,6.747,0
811,HD39881,Gaia DR3 3346787986201584896,HD39881,HIP28066,GJ224,TIC91928222,-,-,J05561+1356A,G2V,PM*,89.0143,13.9249,27.437,6.621,0
812,HD41640,Gaia DR3 3349058065397818880,HD41640,HIP29001,-,TIC151412067,-,-,-,F5,PM*,91.7884,16.5561,37.046,7.353,0
813,HD47218,Gaia DR3 3351909270848425984,HD47218,-,-,TIC220211279,-,-,-,G5,PM*,99.5122,11.6854,57.455,7.541,0
814,HD47127,Gaia DR3 3352152743956693376,HD47127,HIP31660,-,TIC307943195,-,-,J06376+1211A,G5,PM*,99.3912,12.1806,26.624,6.84,0
815,eGemB,Gaia DR3 3353254695123859456,HD50635B,-,GJ9220B,TIC155463741,-,eGemB,J06546+1311B,G4V,PM*,103.6622,13.1762,30.008,7.634,0
816,HD58781,Gaia DR3 3362649918901844608,HD58781,HIP36249,-,TIC60847893,-,-,-,G5,PM*,111.9616,19.0448,29.16,7.234,0
817,HD268518,Gaia DR3 3366754464528540416,HD268518,-,-,TIC436942358,-,-,J07041+2034C,G1V,PM*,106.0208,20.5975,34.915,7.592,0
818,HD43947,Gaia DR3 3369088315397965056,HD43947,HIP30067,-,TIC59545062,-,-,-,F8V,*,94.9174,16.0132,27.238,6.627,0
819,HD45580,Gaia DR3 3369744964358573824,HD45580,HIP30890,-,TIC438406511,-,-,-,G0,PM*,97.2654,17.7452,46.407,7.61,0
820,HD48565,Gaia DR3 3378123861436589952,HD48565,HIP32329,-,TIC56748852,-,-,-,hF8gF8mF3,SB*,101.2288,20.8606,49.951,7.201,0
821,HD51419,Gaia DR3 3379989457790428416,HD51419,HIP33537,-,TIC58853031,-,-,-,G5VFe-1,PM*,104.549,22.4759,24.83,6.943,0
822,HD50554,Gaia DR3 3380479015342121600,HD50554,HIP33212,-,TIC80224448,-,-,-,F8V,PM*,103.6784,24.2456,31.07,6.856,0
823,HD49736,Gaia DR3 3381634224106876672,HD49736,HIP32874,-,TIC87345713,-,-,-,F8,PM*,102.7518,25.7604,34.402,6.99,0
824,37Gem,Gaia DR3 3381727613874753536,HD50692,HIP33277,GJ252,TIC80226651,-,37Gem,-,G0V,*,103.8278,25.3757,17.405,5.762,0
825,HD47415,Gaia DR3 3383000539103328768,HD47415,HIP31850,-,TIC284327831,-,-,J06395+2436A,F8IV,SB*,99.8812,24.6002,36.111,6.452,0
826,HD34720,Gaia DR3 3390105617599972992,HD34720,HIP24883,-,TIC412155045,-,-,-,-,PM*,80.015,13.545,52.835,7.5,0
827,HD32259,Gaia DR3 3391729905511044864,HD32259,HIP23443,-,TIC303676180,-,-,-,G0,PM*,75.5846,13.9102,37.062,7.51,0
828,HD32851,Gaia DR3 3392062194249991040,HD32851,HIP23789,-,TIC293607951,-,-,J05067+1405AB,F8,**,76.6795,14.0848,56.081,7.3,0
829,HD31966,Gaia DR3 3392510077730740480,HD31966,HIP23286,GJ182.1,TIC389136129,-,-,-,G2IV-VFe-1,PM*,75.1408,14.3838,37.552,6.749,0
830,HD36667,Gaia DR3 3396074866228403584,HD36667,HIP26100,-,TIC52289473,-,-,-,F8,PM*,83.5,15.5845,59.002,7.301,0
831,HD37588,Gaia DR3 3396559029302501632,HD37588,HIP26689,-,TIC127232950,-,-,-,F5,PM*,85.0734,16.3928,57.27,7.36,0
832,HD39587,Gaia DR3 3399063235755057792,HD39587,HIP27913,GJ222,TIC114776214,-,54Ori+chi01Ori,-,G0V,SB*,88.5957,20.2763,8.699,4.397,0
833,111Tau,Gaia DR3 3400292798990117888,HD35296,HIP25278,GJ202,TIC47346402,-,111Tau,J05244+1723A,F8V,BY*,81.1061,17.3835,14.579,4.996,0
834,HD37124,Gaia DR3 3402798414192387328,HD37124,HIP26381,GJ209,TIC19631691,-,-,-,G4IV-V,PM*,84.2604,20.7308,31.636,7.68,0
835,HD30974,Gaia DR3 3404724758562462080,HD30974,HIP22688,-,TIC436670062,-,-,-,G0,PM*,73.1879,14.6231,52.809,7.51,0
836,HD30738,Gaia DR3 3405220088550711808,HD30738,HIP22524,-,TIC436656073,-,-,-,F8,SB*,72.7023,16.2105,50.204,7.29,0
837,HD30676,Gaia DR3 3406103958460672768,HD30676,HIP22496,-,TIC436650260,-,-,-,F8,SB*,72.5997,17.2027,41.864,7.108,0
838,HD32923,Gaia DR3 3407611182744289152,HD32923,HIP23835,GJ188+GJ188.0,TIC27136704,-,104Tau+mTau,J05074+1839AB,G1V,**,76.8625,18.645,15.917,4.922,0
839,HD29836,Gaia DR3 3409686510941439104,HD29836,HIP21923,-,TIC397354131,-,-,-,G5,PM*,70.7154,18.7204,42.282,7.125,0
840,HD30455,Gaia DR3 3409827042271407232,HD30455,HIP22349,-,TIC18583347,-,-,-,G2V,SB*,72.1756,18.7094,31.593,6.959,0
841,HD31409,Gaia DR3 3413361864785417088,HD31409,HIP22972,-,TIC68681786,-,-,-,F8,PM*,74.149,23.2957,64.821,7.51,0
842,HD32092,Gaia DR3 3420438360271164288,HD32092,HIP23395,-,TIC308569032,-,-,J05017+2640AB,G2V,**,75.4346,26.671,36.821,6.799,0
843,HD32963,Gaia DR3 3421680597955802624,HD32963,HIP23884,-,TIC69528586,-,-,-,G3V,PM*,76.9824,26.328,38.269,7.6,0
844,HD33252,Gaia DR3 3422042582096699520,HD33252,HIP24046,-,TIC69760570,-,-,J05101+2733A,F8V,PM*,77.5161,27.5565,40.302,6.977,0
845,HD37648,Gaia DR3 3428662329291965056,HD37648,HIP26761,-,TIC75432545,-,-,-,F8,*,85.2727,24.3503,56.056,7.6,0
846,HD40001,Gaia DR3 3451146478788019200,HD40001,HIP28212,-,TIC309265383,-,-,-,F8,PM*,89.4155,33.2602,63.164,7.45,0
847,HD41330,Gaia DR3 3453257133093515648,HD41330,HIP28908,GJ226.3+GJ9199,TIC400316888,-,-,J06061+3523A,G0V,PM*,91.5356,35.3877,25.652,6.135,0
848,HD38230,Gaia DR3 3456337827237371264,HD38230,HIP27207,GJ217,TIC426400173,-,-,J05460+3717A,K0V,PM*,86.5079,37.2846,20.896,7.34,0
849,HD108215,Gaia DR3 3527541135097360640,HD108215,HIP60665,-,TIC334968821,-,-,J12260-1457AB,F6V,**,186.4984,-14.9478,60.014,7.155,0
850,HD108799A,Gaia DR3 3528362362908431616,HD108799A,-,GJ469.2A+GJ9409A,-,-,-,J12301-1324A,G0.1,PM*,187.5199,-13.3932,24.296,6.38,0
851,HD111031,Gaia DR3 3529518709839090176,HD111031,HIP62345,GJ3746,TIC288529330,-,-,-,G5V,PM*,191.6285,-11.8124,31.22,6.893,0
852,HD99610,Gaia DR3 3562275841290443520,HD99610,HIP55900,-,TIC334895388,-,-,-,G4VCN+0.5,SB*,171.876,-12.436,34.497,7.4,0
853,HD105590A,Gaia DR3 3574377616021489024,HD105590A,-,GJ9390A,TIC152854208,-,-,J12095-1151A,G4,PM*,182.3689,-11.8571,24.792,6.578,0
854,HD104304,Gaia DR3 3575733210781078016,HD104304,HIP58576,GJ454,TIC152738837,-,-,J12007-1028A,G8IV,SB*,180.1853,-10.4461,12.766,5.551,0
855,HD108510,Gaia DR3 3579784327012046336,HD108510,HIP60816,-,TIC368438895,-,-,-,G1V_Fe-0.7,SB*,186.9812,-8.678,29.06,6.761,0
